fecha 	 low 	 open 	 close 	 high 	 highpoint 	 lowpoint 	 ema short 	 ema mid 	 signal 	 shorttrend 	 midtrend 	 longtrend 	 action 
12/11/2001	0,74	0,74	0,74	0,75	0,7677	0,929	-0,0745	false	false	null	null	DOWNTREND	0
13/11/2001	0,67	0,67	0,67	0,73	0,7555	0,9188	-0,2733	false	false	null	null	DOWNTREND	0
14/11/2001	0,67	0,67	0,67	0,67	0,7448	0,9091	-0,4465	false	false	null	null	DOWNTREND	0
15/11/2001	0,67	0,67	0,67	0,67	0,7355	0,8997	-0,5355	false	false	null	null	DOWNTREND	0
16/11/2001	0,67	0,67	0,67	0,67	0,7273	0,8907	-0,469	false	false	null	null	DOWNTREND	0
19/11/2001	0,65	0,65	0,65	0,66	0,7176	0,8812	-0,452	false	false	null	null	DOWNTREND	0
20/11/2001	0,62	0,62	0,62	0,64	0,7054	0,871	-0,4991	false	false	null	null	DOWNTREND	0
21/11/2001	0,62	0,62	0,62	0,62	0,6947	0,8611	-0,5402	false	true	null	null	DOWNTREND	0
22/11/2001	0,63	0,63	0,63	0,63	0,6866	0,8521	-0,5144	false	false	null	null	DOWNTREND	0
23/11/2001	0,62	0,62	0,62	0,64	0,6783	0,843	-0,4505	false	true	null	null	DOWNTREND	0
26/11/2001	0,63	0,65	0,65	0,65	0,6748	0,8354	-0,2861	true	false	null	null	DOWNTREND	0
27/11/2001	0,64	0,64	0,64	0,64	0,6704	0,8277	-0,27	false	false	null	null	DOWNTREND	0
28/11/2001	0,62	0,62	0,62	0,63	0,6641	0,8196	-0,2363	false	false	null	null	DOWNTREND	0
29/11/2001	0,58	0,58	0,58	0,58	0,6536	0,8102	-0,3522	false	false	null	null	DOWNTREND	0
30/11/2001	0,58	0,58	0,58	0,58	0,6444	0,8012	-0,4326	false	false	null	null	DOWNTREND	0
03/12/2001	0,54	0,58	0,58	0,58	0,6364	0,7925	-0,4615	false	true	null	null	DOWNTREND	0
04/12/2001	0,58	0,58	0,58	0,58	0,6293	0,7842	-0,4041	false	false	null	null	DOWNTREND	0
05/12/2001	0,59	0,6	0,6	0,6	0,6256	0,7769	-0,3123	false	false	null	null	DOWNTREND	0
06/12/2001	0,63	0,63	0,63	0,63	0,6262	0,7712	-0,1217	false	false	null	null	DOWNTREND	0
07/12/2001	0,63	0,63	0,63	0,65	0,6267	0,7656	-0,0441	true	false	null	null	DOWNTREND	0
10/12/2001	0,61	0,61	0,61	0,61	0,6246	0,7595	-0,0177	false	false	null	null	DOWNTREND	0
11/12/2001	0,59	0,61	0,61	0,61	0,6228	0,7537	-0,0572	false	true	null	null	UPTREND	0
12/12/2001	0,61	0,62	0,62	0,62	0,6224	0,7484	-0,0709	false	false	null	null	UPTREND	0
13/12/2001	0,62	0,64	0,64	0,64	0,6246	0,7442	0	false	false	null	null	UPTREND	0
14/12/2001	0,65	0,66	0,66	0,66	0,629	0,7409	0,1046	false	false	null	null	UPTREND	1
