fecha 	 low 	 open 	 close 	 high 	 highpoint 	 lowpoint 	 ema short 	 ema mid 	 signal 	 shorttrend 	 midtrend 	 longtrend 	 action 
18/08/2003	2,55	2,55	2,55	2,55	2,4769	2,4553	0,5973	false	false	null	null	UPTREND	0
19/08/2003	2,59	2,59	2,59	2,59	2,4911	2,4606	0,6055	true	false	null	null	UPTREND	0
20/08/2003	2,48	2,5	2,5	2,5	2,4922	2,4622	0,4272	false	true	null	null	UPTREND	0
21/08/2003	2,5	2,5	2,5	2,52	2,4932	2,4637	0,2703	false	false	null	null	UPTREND	0
22/08/2003	2,5	2,57	2,57	2,57	2,5028	2,4678	0,1949	true	false	null	null	DOWNTREND	0
25/08/2003	2,5	2,55	2,55	2,55	2,5087	2,471	0,2746	false	false	null	null	DOWNTREND	0
26/08/2003	2,5	2,53	2,53	2,53	2,5113	2,4734	0,3026	false	false	null	null	DOWNTREND	0
27/08/2003	2,53	2,56	2,56	2,56	2,5174	2,4768	0,2558	false	false	null	null	DOWNTREND	0
28/08/2003	2,58	2,59	2,59	2,59	2,5265	2,4812	0,3083	true	false	null	null	DOWNTREND	0
29/08/2003	1,6	1,6	2,45	2,55	2,5169	2,48	0,4402	false	true	null	null	DOWNTREND	0
01/09/2003	2,45	2,45	2,45	2,45	2,5086	2,4788	-1	false	false	null	null	DOWNTREND	-1
02/09/2003	2,5	2,5	2,5	2,5	2,5075	2,4796	-0,3162	false	false	null	null	DOWNTREND	0
03/09/2003	2,58	2,6	2,6	2,6	2,5191	2,4844	0	false	false	null	null	DOWNTREND	0
04/09/2003	1,6	1,6	2,6	2,6	2,5292	2,4889	0,7276	false	true	null	null	DOWNTREND	1
05/09/2003	2,6	2,61	2,61	2,62	2,5393	2,4936	0,5278	true	false	null	null	DOWNTREND	0
08/09/2003	2,61	2,61	2,61	2,61	2,5481	2,4982	0,4829	false	false	null	null	DOWNTREND	0
09/09/2003	1,6	1,6	2,61	2,64	2,5559	2,5026	0,8305	false	true	null	null	DOWNTREND	0
10/09/2003	2,61	2,61	2,61	2,61	2,5626	2,5068	0,3883	false	false	null	null	DOWNTREND	0
11/09/2003	2,66	2,67	2,67	2,7	2,576	2,5132	0,4641	false	false	null	null	DOWNTREND	0
12/09/2003	2,68	2,68	2,68	2,7	2,589	2,5197	0,5509	true	false	null	null	DOWNTREND	0
15/09/2003	1,6	1,6	2,6	2,63	2,5904	2,5229	0,8464	false	true	null	null	DOWNTREND	0
16/09/2003	2,6	2,6	2,6	2,6	2,5916	2,5259	0,2592	false	false	null	null	DOWNTREND	0
17/09/2003	2,63	2,65	2,65	2,65	2,5989	2,5308	0,1644	false	false	null	null	DOWNTREND	0
18/09/2003	2,64	2,65	2,65	2,65	2,6053	2,5355	0,2479	false	false	null	null	DOWNTREND	0
19/09/2003	1,6	1,6	2,67	2,67	2,6134	2,5407	0,763	true	false	null	null	DOWNTREND	0
22/09/2003	1,6	1,6	2,65	2,65	2,618	2,545	0,7133	false	true	null	null	DOWNTREND	0
23/09/2003	2,67	2,67	2,67	2,67	2,6245	2,5499	0,3191	false	false	null	null	DOWNTREND	0
24/09/2003	2,67	2,67	2,67	2,67	2,6302	2,5546	0,2793	false	false	null	null	DOWNTREND	0
25/09/2003	2,67	2,67	2,67	2,67	2,6351	2,5591	0,286	true	false	null	null	DOWNTREND	0
26/09/2003	2,65	2,65	2,65	2,65	2,637	2,5627	0,2087	false	true	null	null	DOWNTREND	0
29/09/2003	2,68	2,68	2,68	2,68	2,6424	2,5673	0,2035	true	false	null	null	DOWNTREND	0
30/09/2003	1,6	1,6	2,6	2,65	2,6371	2,5686	0,4169	false	false	null	null	DOWNTREND	0
01/10/2003	1,6	1,6	2,6	2,65	2,6324	2,5698	-0,6154	false	true	null	null	DOWNTREND	-1
02/10/2003	2,6	2,6	2,6	2,6	2,6284	2,571	-0,2329	false	false	null	null	DOWNTREND	0
03/10/2003	2,7	2,75	2,75	2,75	2,6436	2,578	0,1085	false	false	null	null	DOWNTREND	1
06/10/2003	2,74	2,75	2,75	2,75	2,6569	2,5848	0,4066	false	false	null	null	DOWNTREND	0
07/10/2003	2,7	2,7	2,7	2,76	2,6623	2,5893	0,5625	false	true	null	null	UPTREND	0
08/10/2003	2,74	2,74	2,74	2,74	2,672	2,5952	0,472	false	false	null	null	UPTREND	0
09/10/2003	2,72	2,75	2,75	2,75	2,6817	2,6013	0,4133	true	false	null	null	UPTREND	0
10/10/2003	1,6	1,6	2,74	2,74	2,689	2,6067	0,8607	false	true	null	null	UPTREND	0
13/10/2003	2,74	2,74	2,74	2,74	2,6954	2,6119	0,3893	false	false	null	null	UPTREND	0
14/10/2003	2,74	2,74	2,74	2,74	2,701	2,617	0,32	false	false	null	null	UPTREND	0
15/10/2003	2,87	2,87	2,87	2,91	2,7221	2,6269	0,549	true	false	null	null	UPTREND	0
16/10/2003	2,75	2,75	2,75	2,78	2,7256	2,6317	0,5451	false	true	null	null	UPTREND	0
17/10/2003	2,78	2,78	2,78	2,8	2,7324	2,6375	0,5217	false	false	null	null	UPTREND	0
20/10/2003	2,8	2,82	2,82	2,84	2,7433	2,6447	0,3534	false	false	null	null	UPTREND	0
21/10/2003	2,81	2,9	2,9	2,9	2,7629	2,6547	0,6191	false	false	null	null	UPTREND	0
22/10/2003	2,85	2,85	2,85	2,9	2,7738	2,6624	0,7035	true	false	null	null	UPTREND	0
23/10/2003	2,8	2,85	2,85	2,85	2,7833	2,6697	0,6626	false	true	null	null	UPTREND	0
24/10/2003	2,85	2,85	2,85	2,9	2,7917	2,6768	0,4776	false	false	null	null	UPTREND	0
27/10/2003	2,85	2,9	2,9	2,95	2,8052	2,6855	0,5214	false	false	null	null	UPTREND	0
28/10/2003	2,9	3	3	3,01	2,8296	2,6979	0,7644	false	false	null	null	UPTREND	0
29/10/2003	3,05	3,29	3,29	3,3	2,8871	2,7211	1,5401	false	false	null	null	UPTREND	0
30/10/2003	3	3,03	3,03	3,32	2,905	2,7332	1,6052	true	false	null	null	UPTREND	0
31/10/2003	3	3	3	3,1	2,9169	2,7437	1,4158	false	false	null	null	UPTREND	0
03/11/2003	2,9	3	3	3	2,9272	2,7537	0,6649	false	true	null	null	UPTREND	0
04/11/2003	2,95	2,98	2,98	2,98	2,9338	2,7626	0,4863	false	false	null	null	UPTREND	0
05/11/2003	1,6	1,6	2,86	2,98	2,9246	2,7664	0,5698	false	true	null	null	UPTREND	0
06/11/2003	2,86	2,86	2,86	2,86	2,9165	2,7701	-1	false	false	null	null	UPTREND	-1
07/11/2003	2,8	2,85	2,85	2,9	2,9082	2,7732	-0,426	true	false	null	null	UPTREND	0
10/11/2003	2,77	2,8	2,8	2,84	2,8947	2,7743	-0,497	false	false	null	null	UPTREND	0
11/11/2003	2,77	2,8	2,8	2,85	2,8829	2,7753	-0,559	true	false	null	null	UPTREND	0
12/11/2003	2,7	2,73	2,73	2,8	2,8637	2,7735	-0,7358	false	false	null	null	UPTREND	0
13/11/2003	1,6	1,6	2,7	2,75	2,8433	2,7706	-0,4412	false	true	null	null	UPTREND	0
14/11/2003	2,7	2,7	2,7	2,7	2,8254	2,7678	-0,9466	false	false	null	null	UPTREND	0
17/11/2003	2,83	2,83	2,83	2,83	2,8259	2,7703	-0,6267	false	false	null	null	UPTREND	0
18/11/2003	2,78	2,78	2,78	2,84	2,8202	2,7707	-0,3838	true	false	null	null	DOWNTREND	0
19/11/2003	2,75	2,75	2,75	2,78	2,8114	2,7699	-0,2322	false	false	null	null	DOWNTREND	0
20/11/2003	2,73	2,79	2,79	2,8	2,8087	2,7706	-0,272	false	false	null	null	DOWNTREND	0
21/11/2003	2,71	2,8	2,8	2,84	2,8077	2,7718	-0,209	false	true	null	null	DOWNTREND	0
24/11/2003	2,86	2,9	2,9	2,95	2,8192	2,7768	0,1295	false	false	null	null	DOWNTREND	1
25/11/2003	2,9	2,9	2,9	2,95	2,8293	2,7817	0,342	false	false	null	null	UPTREND	0
26/11/2003	2,89	2,95	2,95	2,95	2,8444	2,7883	0,6091	false	true	null	null	UPTREND	0
27/11/2003	2,9	3,03	3,03	3,03	2,8676	2,7977	0,7996	false	false	null	null	UPTREND	0
28/11/2003	2,98	3	3	3,03	2,8841	2,8057	0,914	false	false	null	null	UPTREND	0
01/12/2003	2,98	2,98	2,98	3,05	2,8961	2,8125	0,8539	false	false	null	null	UPTREND	0
02/12/2003	3	3,05	3,05	3,05	2,9154	2,8218	0,7895	false	false	null	null	UPTREND	0
03/12/2003	3,05	3,05	3,05	3,06	2,9322	2,8308	0,794	true	false	null	null	UPTREND	0
04/12/2003	2,99	2,99	2,99	3,05	2,9394	2,837	0,7366	false	false	null	null	UPTREND	0
05/12/2003	2,95	3	3	3	2,947	2,8434	0,5252	false	true	null	null	UPTREND	0
08/12/2003	3	3	3	3	2,9536	2,8495	0,3565	false	false	null	null	UPTREND	0
09/12/2003	2,8	2,8	2,8	3,05	2,9344	2,8476	-1	true	false	null	null	UPTREND	-1
10/12/2003	2,6	2,7	2,7	2,82	2,9051	2,8418	-0,6564	false	false	null	null	UPTREND	0
11/12/2003	2,6	2,73	2,73	2,73	2,8832	2,8374	-1,1524	false	true	null	null	DOWNTREND	0
12/12/2003	2,64	2,79	2,79	2,79	2,8716	2,8356	-1,011	false	false	null	null	DOWNTREND	0
15/12/2003	2,75	2,75	2,75	2,81	2,8564	2,8322	-0,8053	true	false	null	null	DOWNTREND	0
16/12/2003	2,75	2,75	2,75	2,8	2,8431	2,829	-0,6651	false	false	null	null	DOWNTREND	0
17/12/2003	2,8	2,82	2,82	2,82	2,8402	2,8286	-0,4962	false	false	null	null	DOWNTREND	0
18/12/2003	2,8	2,8	2,8	2,83	2,8352	2,8275	-0,3528	true	false	null	null	DOWNTREND	0
19/12/2003	2,71	2,71	2,71	2,81	2,8195	2,8229	-0,0986	false	false	null	null	DOWNTREND	0
22/12/2003	2,7	2,73	2,73	2,75	2,8083	2,8193	-0,5217	false	true	null	null	DOWNTREND	0
23/12/2003	2,76	2,8	2,8	2,8	2,8073	2,8185	-0,4633	false	false	null	null	UPTREND	0
24/12/2003	2,83	2,87	2,87	2,87	2,8151	2,8205	-0,0732	false	false	null	null	UPTREND	0
25/12/2003	2,87	2,87	2,87	2,87	2,822	2,8225	0,2274	false	false	null	null	UPTREND	1
26/12/2003	2,82	2,9	2,9	2,9	2,8317	2,8255	0,1046	false	false	null	null	UPTREND	0
29/12/2003	2,82	2,9	2,9	2,93	2,8403	2,8284	0,4181	false	true	null	null	UPTREND	0
30/12/2003	2,87	2,91	2,91	2,97	2,849	2,8316	0,4488	true	false	null	null	UPTREND	0
31/12/2003	2,9	2,9	2,9	2,96	2,8554	2,8343	0,3929	false	false	null	null	UPTREND	0
01/01/2004	2,9	2,9	2,9	2,9	2,8609	2,8369	0,344	false	false	null	null	UPTREND	0
02/01/2004	2,92	2,92	2,92	3,02	2,8683	2,8401	0,3219	true	false	null	null	UPTREND	0
05/01/2004	2,9	2,9	2,9	2,9	2,8723	2,8425	0,2886	false	true	null	null	UPTREND	0
06/01/2004	2,96	3,03	3,03	3,08	2,892	2,8498	0,5158	true	false	null	null	UPTREND	0
07/01/2004	2,92	3	3	3,03	2,9055	2,8557	0,6164	false	true	null	null	UPTREND	0
08/01/2004	2,97	2,98	2,98	3,05	2,9148	2,8606	0,7041	false	false	null	null	UPTREND	0
09/01/2004	2,97	3,05	3,05	3,05	2,9317	2,868	0,658	false	false	null	null	UPTREND	0
12/01/2004	2,9	2,9	2,9	3,05	2,9277	2,8693	0,4218	false	true	null	null	UPTREND	0
13/01/2004	2,92	2,98	2,98	2,98	2,9343	2,8736	0,324	false	false	null	null	UPTREND	0
14/01/2004	2,91	2,99	2,99	3,02	2,9412	2,8782	0,1588	false	true	null	null	UPTREND	0
15/01/2004	2,93	3	3	3	2,9486	2,883	0,3468	false	false	null	null	UPTREND	0
16/01/2004	2,95	3	3	3,01	2,955	2,8876	0,3451	false	false	null	null	UPTREND	0
19/01/2004	2,95	3,03	3,03	3,04	2,9644	2,8931	0,385	false	false	null	null	UPTREND	0
20/01/2004	3	3,05	3,05	3,08	2,9751	2,8993	0,4405	false	false	null	null	UPTREND	0
21/01/2004	3,02	3,25	3,25	3,25	3,0095	2,913	0,8975	false	false	null	null	UPTREND	0
22/01/2004	3,19	3,28	3,28	3,35	3,0433	2,9274	1,2856	false	false	null	null	UPTREND	0
23/01/2004	3,25	3,3	3,3	3,4	3,0754	2,942	1,6129	false	false	null	null	UPTREND	0
26/01/2004	3,22	3,34	3,34	3,4	3,1084	2,9577	1,5936	false	true	null	null	UPTREND	0
27/01/2004	3,25	3,3	3,3	3,36	3,1324	2,9711	1,4437	false	false	null	null	UPTREND	0
28/01/2004	3,3	3,3	3,3	3,3	3,1533	2,984	1,2715	false	false	null	null	UPTREND	0
29/01/2004	3,1	3,2	3,2	3,25	3,1592	2,9925	0,8376	false	true	null	null	UPTREND	0
30/01/2004	3,15	3,2	3,2	3,2	3,1643	3,0006	0,5295	false	false	null	null	UPTREND	0
02/02/2004	3,05	3,06	3,06	3,1	3,1512	3,0029	-0,9542	false	true	null	null	UPTREND	-1
03/02/2004	3,07	3,12	3,12	3,12	3,1473	3,0075	-0,1972	false	false	null	null	UPTREND	0
04/02/2004	3,05	3,05	3,05	3,12	3,1352	3,0092	-0,4606	true	false	null	null	UPTREND	0
05/02/2004	2,95	2,95	2,95	3	3,112	3,0069	-0,6161	false	false	null	null	UPTREND	0
06/02/2004	2,75	2,85	2,85	2,95	3,0793	3,0007	-1,0805	false	true	null	null	UPTREND	0
09/02/2004	2,8	2,85	2,85	2,9	3,0506	2,9948	-1,3737	false	false	null	null	UPTREND	0
10/02/2004	2,7	2,9	2,9	2,9	3,0318	2,9911	-1,3067	false	true	null	null	UPTREND	0
11/02/2004	2,8	2,85	2,85	2,87	3,0091	2,9855	-1,1319	false	false	null	null	UPTREND	0
12/02/2004	2,8	2,85	2,85	2,88	2,9892	2,9802	-1,0099	false	false	null	null	UPTREND	0
13/02/2004	2,85	2,85	2,85	2,95	2,9718	2,9751	-0,2505	true	false	null	null	DOWNTREND	0
16/02/2004	2,86	2,9	2,9	2,9	2,9628	2,9722	-0,7476	false	false	null	null	DOWNTREND	0
17/02/2004	2,85	2,89	2,89	2,95	2,9537	2,969	-0,5885	true	false	null	null	DOWNTREND	0
18/02/2004	2,85	2,88	2,88	2,9	2,9445	2,9655	-0,4535	false	true	null	null	DOWNTREND	0
19/02/2004	2,88	2,94	2,94	2,94	2,9439	2,9645	-0,3142	false	false	null	null	UPTREND	0
20/02/2004	2,94	2,94	2,94	2,94	2,9434	2,9635	-0,171	false	false	null	null	UPTREND	0
23/02/2004	2,88	2,94	2,94	2,98	2,943	2,9626	-0,0247	false	true	null	null	UPTREND	0
24/02/2004	2,94	2,94	2,94	3	2,9426	2,9617	-0,0216	true	false	null	null	UPTREND	0
25/02/2004	2,9	2,9	2,9	2,95	2,9373	2,9593	-0,0885	false	false	null	null	UPTREND	0
26/02/2004	2,89	2,9	2,9	2,9	2,9326	2,957	-0,1727	false	false	null	null	UPTREND	0
27/02/2004	2,81	2,84	2,84	2,88	2,9211	2,9524	-0,3378	false	true	null	null	UPTREND	0
01/03/2004	2,84	2,84	2,9	2,92	2,9184	2,9503	-0,3142	false	false	null	null	UPTREND	0
02/03/2004	2,88	2,91	2,88	2,95	2,9136	2,9476	-0,3165	true	false	null	null	UPTREND	0
03/03/2004	2,85	2,9	2,9	2,91	2,9119	2,9457	-0,1523	false	false	null	null	UPTREND	0
04/03/2004	2,82	2,82	2,88	2,88	2,9079	2,9431	-0,154	false	false	null	null	UPTREND	0
05/03/2004	2,75	2,8	2,82	2,82	2,8969	2,9383	-0,2778	false	false	null	null	DOWNTREND	0
08/03/2004	2,72	2,73	2,72	2,79	2,8748	2,9297	-0,6152	false	true	null	null	DOWNTREND	0
09/03/2004	2,75	2,77	2,82	2,82	2,868	2,9254	-0,6621	false	false	null	null	DOWNTREND	0
10/03/2004	2,72	2,8	2,9	2,9	2,872	2,9244	-0,3876	false	true	null	null	DOWNTREND	0
11/03/2004	2,78	2,9	2,83	2,95	2,8667	2,9207	-0,1349	true	false	null	null	DOWNTREND	0
12/03/2004	2,74	2,8	2,8	2,8	2,8584	2,916	-0,1597	false	false	null	null	DOWNTREND	0
15/03/2004	2,7	2,8	2,75	2,8	2,8448	2,9095	-0,451	false	false	null	null	DOWNTREND	0
16/03/2004	2,65	2,75	2,65	2,75	2,8205	2,8993	-0,8024	false	false	null	null	DOWNTREND	0
17/03/2004	2,62	2,62	2,66	2,7	2,8004	2,8899	-0,9543	false	false	null	null	DOWNTREND	0
18/03/2004	2,62	2,68	2,63	2,68	2,7791	2,8797	-1,0973	false	true	null	null	DOWNTREND	0
19/03/2004	2,65	2,65	2,68	2,69	2,7667	2,8719	-0,8753	false	false	null	null	DOWNTREND	0
22/03/2004	2,65	2,72	2,65	2,72	2,7521	2,8632	-0,8243	true	false	null	null	DOWNTREND	0
23/03/2004	2,66	2,69	2,67	2,7	2,7419	2,8556	-0,6176	false	false	null	null	DOWNTREND	0
24/03/2004	2,67	2,67	2,76	2,8	2,7441	2,8519	-0,3758	false	false	null	null	DOWNTREND	0
25/03/2004	2,76	2,8	2,76	2,82	2,7461	2,8483	-0,1003	true	false	null	null	DOWNTREND	0
26/03/2004	2,68	2,74	2,68	2,74	2,7379	2,8417	-0,0893	false	true	null	null	DOWNTREND	0
29/03/2004	2,69	2,71	2,72	2,74	2,7356	2,8369	-0,1419	false	false	null	null	DOWNTREND	0
30/03/2004	2,75	2,75	2,76	2,79	2,7387	2,8339	-0,1241	false	false	null	null	DOWNTREND	0
31/03/2004	2,75	2,75	2,81	2,85	2,7476	2,8329	0,1621	false	false	null	null	DOWNTREND	1
01/04/2004	2,8	2,85	2,8	2,85	2,7541	2,8317	0,2903	true	false	null	null	DOWNTREND	0
02/04/2004	2,75	2,8	2,75	2,8	2,7536	2,8284	0,2308	false	false	null	null	DOWNTREND	0
05/04/2004	2,75	2,75	2,75	2,75	2,7532	2,8254	0,093	false	false	null	null	DOWNTREND	0
06/04/2004	2,73	2,73	2,75	2,75	2,7528	2,8224	-0,9927	false	false	null	null	DOWNTREND	-1
07/04/2004	2,68	2,72	2,69	2,72	2,7449	2,8172	-0,156	false	true	null	null	DOWNTREND	0
08/04/2004	2,69	2,69	2,69	2,69	2,7381	2,8122	-0,2516	false	false	null	null	DOWNTREND	0
09/04/2004	2,69	2,69	2,69	2,69	2,7321	2,8074	-0,3448	false	false	null	null	DOWNTREND	0
12/04/2004	2,6	2,64	2,63	2,66	2,7193	2,8005	-0,4261	false	true	null	null	DOWNTREND	0
13/04/2004	2,63	2,63	2,65	2,66	2,7106	2,7946	-0,4558	false	false	null	null	DOWNTREND	0
14/04/2004	2,61	2,63	2,61	2,63	2,6981	2,7873	-0,5719	false	false	null	null	DOWNTREND	0
15/04/2004	2,58	2,61	2,58	2,62	2,6833	2,7792	-0,5971	false	false	null	null	DOWNTREND	0
16/04/2004	2,56	2,58	2,57	2,58	2,6691	2,771	-0,6873	false	false	null	null	DOWNTREND	0
19/04/2004	2,55	2,57	2,57	2,57	2,6567	2,7631	-0,6842	false	false	null	null	DOWNTREND	0
20/04/2004	2,5	2,57	2,55	2,59	2,6434	2,7548	-0,6611	true	false	null	null	DOWNTREND	0
21/04/2004	2,5	2,52	2,53	2,55	2,6292	2,746	-0,6613	false	true	null	null	DOWNTREND	0
22/04/2004	2,52	2,53	2,55	2,55	2,6193	2,7383	-0,6205	false	false	null	null	DOWNTREND	0
23/04/2004	2,55	2,55	2,55	2,55	2,6107	2,7309	-0,5436	false	false	null	null	DOWNTREND	0
26/04/2004	2,52	2,58	2,57	2,58	2,6056	2,7246	-0,3934	false	false	null	null	DOWNTREND	0
27/04/2004	2,45	2,52	2,6	2,6	2,6049	2,7197	-0,229	true	false	null	null	DOWNTREND	0
28/04/2004	2,45	2,48	2,48	2,49	2,5893	2,7103	-0,3559	false	false	null	null	DOWNTREND	0
29/04/2004	2,35	2,41	2,44	2,44	2,5706	2,6997	-0,5801	false	false	null	null	DOWNTREND	0
30/04/2004	2,27	2,35	2,34	2,35	2,5418	2,6856	-1,0365	false	false	null	null	DOWNTREND	0
03/05/2004	2,24	2,26	2,3	2,3	2,5116	2,6705	-1,2673	false	true	null	null	DOWNTREND	0
04/05/2004	2,29	2,3	2,35	2,35	2,4914	2,6579	-1,27	false	false	null	null	DOWNTREND	0
05/05/2004	2,25	2,3	2,4	2,4	2,4799	2,6478	-1,0164	false	true	null	null	UPTREND	0
06/05/2004	2,4	2,4	2,4	2,4	2,47	2,6381	-0,6891	true	false	null	null	UPTREND	0
07/05/2004	2,31	2,33	2,31	2,33	2,45	2,6252	-0,6945	false	false	null	null	UPTREND	0
10/05/2004	2,15	2,2	2,2	2,2	2,4187	2,6085	-1,0067	false	false	null	null	UPTREND	0
11/05/2004	2,12	2,2	2,2	2,2	2,3914	2,5925	-1,2809	false	false	null	null	UPTREND	0
12/05/2004	2,05	2,05	2,09	2,1	2,3537	2,5728	-1,5332	false	true	null	null	UPTREND	0
13/05/2004	2,1	2,1	2,1	2,12	2,322	2,5543	-1,5594	true	false	null	null	DOWNTREND	0
14/05/2004	2,05	2,05	2,05	2,08	2,288	2,5345	-1,6593	false	false	null	null	DOWNTREND	0
17/05/2004	2,05	2,05	2,05	2,05	2,2582	2,5155	-1,5404	false	false	null	null	DOWNTREND	0
18/05/2004	2,05	2,05	2,05	2,05	2,2322	2,4972	-1,4539	false	false	null	null	DOWNTREND	0
19/05/2004	2,05	2,05	2,05	2,05	2,2094	2,4797	-1,2805	false	false	null	null	DOWNTREND	0
20/05/2004	2,05	2,05	2,05	2,05	2,1895	2,4628	-1,1262	false	false	null	null	DOWNTREND	0
21/05/2004	2	2,01	2,03	2,03	2,1696	2,4459	-1,0293	false	true	null	null	DOWNTREND	0
24/05/2004	2,05	2,05	2,13	2,13	2,1646	2,4335	-0,7039	false	false	null	null	DOWNTREND	0
25/05/2004	2,13	2,13	2,13	2,13	2,1603	2,4216	-0,4853	false	false	null	null	DOWNTREND	0
26/05/2004	2,1	2,15	2,1	2,15	2,1528	2,409	-0,3037	false	true	null	null	DOWNTREND	0
27/05/2004	2,15	2,15	2,15	2,15	2,1524	2,3988	-0,2034	false	false	null	null	DOWNTREND	0
28/05/2004	2,18	2,2	2,18	2,22	2,1559	2,3902	-0,0739	true	false	null	null	DOWNTREND	0
31/05/2004	2,15	2,15	2,15	2,15	2,1551	2,3808	0	false	false	null	null	DOWNTREND	0
01/06/2004	2,15	2,18	2,15	2,18	2,1545	2,3718	0	false	true	null	null	DOWNTREND	0
02/06/2004	2,17	2,18	2,19	2,19	2,1589	2,3646	0,0511	false	false	null	null	UPTREND	1
03/06/2004	2,16	2,2	2,16	2,2	2,1591	2,3566	0	true	false	null	null	UPTREND	0
04/06/2004	2,05	2,15	2,17	2,17	2,1604	2,3493	0,099	false	true	null	null	DOWNTREND	0
07/06/2004	2,2	2,2	2,2	2,2	2,1654	2,3434	0,1211	false	false	null	null	DOWNTREND	0
08/06/2004	2,2	2,2	2,2	2,22	2,1697	2,3378	0,1773	true	false	null	null	DOWNTREND	0
09/06/2004	2,17	2,2	2,17	2,2	2,1697	2,3312	0,1413	false	true	null	null	DOWNTREND	0
10/06/2004	2,18	2,18	2,24	2,24	2,1785	2,3277	0,2458	false	false	null	null	DOWNTREND	0
11/06/2004	2,16	2,24	2,23	2,24	2,185	2,3238	0,254	false	true	null	null	UPTREND	0
14/06/2004	2,19	2,2	2,22	2,22	2,1893	2,3198	0,3307	false	false	null	null	UPTREND	0
15/06/2004	2,22	2,22	2,22	2,22	2,1932	2,3158	0,2439	false	false	null	null	UPTREND	0
16/06/2004	2,2	2,22	2,2	2,22	2,194	2,3113	0,142	false	false	null	null	UPTREND	0
17/06/2004	2,14	2,2	2,18	2,2	2,1923	2,3061	0	false	true	null	null	UPTREND	0
18/06/2004	2,17	2,17	2,2	2,2	2,1932	2,302	0	false	false	null	null	UPTREND	0
21/06/2004	2,2	2,2	2,2	2,2	2,1941	2,298	0	false	false	null	null	UPTREND	0
22/06/2004	2,1	2,1	2,19	2,19	2,1936	2,2938	0,0628	false	true	null	null	UPTREND	0
23/06/2004	2,19	2,19	2,2	2,2	2,1944	2,2901	0	true	false	null	null	UPTREND	0
24/06/2004	2,15	2,16	2,17	2,17	2,1913	2,2854	-1	false	false	null	null	DOWNTREND	-1
25/06/2004	2,13	2,15	2,13	2,15	2,1837	2,2793	-0,1745	false	true	null	null	DOWNTREND	0
28/06/2004	2,17	2,22	2,18	2,22	2,1832	2,2754	-0,2044	true	false	null	null	DOWNTREND	0
29/06/2004	2,2	2,2	2,2	2,2	2,1853	2,2724	-0,1004	false	false	null	null	DOWNTREND	0
30/06/2004	2,16	2,2	2,19	2,22	2,1859	2,2692	0	false	true	null	null	DOWNTREND	0
01/07/2004	2,2	2,2	2,2	2,2	2,1877	2,2665	0,0742	false	false	null	null	DOWNTREND	1
02/07/2004	2,16	2,2	2,18	2,2	2,1867	2,2631	0	false	true	null	null	DOWNTREND	0
05/07/2004	2,17	2,2	2,17	2,2	2,1846	2,2594	-1,0138	false	false	null	null	DOWNTREND	-1
06/07/2004	2,04	2,15	2,04	2,15	2,1665	2,2508	-0,4053	false	false	null	null	DOWNTREND	0
07/07/2004	2,01	2,05	2,04	2,05	2,1507	2,2426	-0,5968	false	true	null	null	DOWNTREND	0
08/07/2004	2,06	2,06	2,06	2,07	2,1394	2,2354	-0,7385	true	false	null	null	DOWNTREND	0
09/07/2004	2,06	2,06	2,06	2,06	2,1295	2,2285	-0,6149	false	false	null	null	DOWNTREND	0
12/07/2004	2,06	2,06	2,06	2,06	2,1208	2,2219	-0,4974	false	false	null	null	DOWNTREND	0
13/07/2004	2,02	2,06	2,02	2,06	2,1082	2,214	-0,538	false	true	null	null	DOWNTREND	0
14/07/2004	2,05	2,05	2,1	2,1	2,1072	2,2095	-0,3472	false	false	null	null	DOWNTREND	0
15/07/2004	2,05	2,1	2,05	2,1	2,1	2,2033	-0,3699	true	false	null	null	DOWNTREND	0
16/07/2004	2,05	2,05	2,05	2,05	2,0938	2,1973	-0,2401	false	false	null	null	DOWNTREND	0
19/07/2004	2,03	2,03	2,03	2,03	2,0858	2,1907	-0,3555	false	true	null	null	DOWNTREND	0
20/07/2004	2,08	2,08	2,1	2,1	2,0876	2,1871	-0,1978	true	false	null	null	DOWNTREND	0
21/07/2004	2,05	2,05	2,05	2,05	2,0829	2,1818	-0,1814	false	false	null	null	DOWNTREND	0
22/07/2004	2,03	2,04	2,03	2,04	2,0763	2,1758	-0,1637	false	false	null	null	DOWNTREND	0
23/07/2004	2	2	2,03	2,03	2,0705	2,1701	-0,2697	false	false	null	null	DOWNTREND	0
26/07/2004	2	2	2	2	2,0617	2,1634	-0,3528	false	false	null	null	DOWNTREND	0
27/07/2004	2	2	2	2	2,054	2,157	-0,371	false	false	null	null	DOWNTREND	0
28/07/2004	2	2	2	2	2,0472	2,1509	-0,3869	false	false	null	null	DOWNTREND	0
29/07/2004	1,99	2	1,99	2	2,0401	2,1446	-0,3645	false	true	null	null	DOWNTREND	0
30/07/2004	2	2	2	2	2,0351	2,1389	-0,3147	false	false	null	null	DOWNTREND	0
02/08/2004	1,99	1,99	2,01	2,01	2,0319	2,1338	-0,2447	false	true	null	null	DOWNTREND	0
03/08/2004	2,01	2,01	2,06	2,06	2,0354	2,1309	-0,0529	false	false	null	null	DOWNTREND	0
04/08/2004	2,08	2,08	2,11	2,11	2,0448	2,1301	0,1758	false	false	null	null	DOWNTREND	1
