Date,Open,High,Low,Close,Volume,Adj Close
2012-11-29,4.87,4.87,4.70,4.80,11700,4.80
2012-11-28,4.92,5.04,4.87,4.91,13000,4.91
2012-11-27,5.05,5.05,4.80,4.80,6500,4.80
2012-11-26,5.40,5.40,5.40,5.40,000,5.09
2012-11-23,5.50,5.55,5.00,5.40,15500,5.09
2012-11-22,5.10,5.10,5.00,5.05,5100,4.76
2012-11-21,5.50,5.50,5.20,5.20,2700,4.90
2012-11-20,5.65,5.65,5.20,5.60,7000,5.28
2012-11-19,5.65,5.65,5.65,5.65,000,5.32
2012-11-16,5.65,5.65,5.65,5.65,500,5.32
2012-11-15,5.65,5.65,5.65,5.65,1700,5.32
2012-11-14,5.75,5.75,5.65,5.65,2100,5.32
2012-11-13,5.35,5.70,5.35,5.62,13700,5.30
2012-11-12,5.10,5.35,5.10,5.35,12500,5.04
2012-11-09,5.10,5.10,5.10,5.10,1100,4.81
2012-11-08,4.98,5.09,4.98,5.09,7600,4.80
2012-11-07,4.99,5.05,4.90,5.00,18000,4.71
2012-11-06,5.05,5.05,5.05,5.05,000,4.76
2012-11-05,4.95,5.10,4.95,5.05,11200,4.76
2012-11-02,4.65,4.95,4.80,4.95,6200,4.66
2012-11-01,4.65,4.65,4.65,4.65,000,4.38
2012-10-31,4.65,4.65,4.65,4.65,000,4.38
2012-10-30,4.55,4.55,4.55,4.55,2100,4.29
2012-10-29,4.65,4.65,4.65,4.65,3100,4.38
2012-10-26,4.65,4.69,4.62,4.69,15500,4.42
2012-10-25,4.60,4.60,4.60,4.60,600,4.34
2012-10-24,4.57,4.60,4.57,4.60,300,4.34
2012-10-23,4.60,4.63,4.60,4.63,2900,4.36
2012-10-22,4.73,4.73,4.73,4.73,000,4.46
2012-10-19,4.73,4.73,4.73,4.73,000,4.46
2012-10-18,4.65,4.73,4.65,4.73,15000,4.46
2012-10-17,4.70,4.70,4.65,4.65,2800,4.38
2012-10-16,4.70,4.70,4.70,4.70,000,4.43
2012-10-15,4.70,4.70,4.70,4.70,600,4.43
2012-10-12,4.78,4.78,4.78,4.78,200,4.50
2012-10-11,4.80,4.95,4.80,4.85,5500,4.57
2012-10-10,4.94,4.94,4.78,4.85,60600,4.57
2012-10-09,4.80,4.94,4.70,4.94,20900,4.66
2012-10-08,4.80,4.80,4.80,4.80,000,4.52
2012-10-05,4.75,4.80,4.75,4.80,11200,4.52
2012-10-04,4.65,4.65,4.65,4.65,5800,4.38
2012-10-03,4.54,4.63,4.54,4.63,16900,4.36
2012-10-02,4.40,4.60,4.40,4.54,55500,4.28
2012-10-01,4.30,4.40,4.30,4.40,15400,4.15
2012-09-28,4.25,4.40,4.25,4.40,20900,4.15
2012-09-27,4.25,4.25,4.25,4.25,000,4.01
2012-09-26,4.25,4.25,4.25,4.25,25800,4.01
2012-09-25,4.25,4.25,4.25,4.25,1100,4.01
2012-09-21,4.35,4.38,4.30,4.30,216300,4.05
2012-09-20,4.29,4.45,4.29,4.38,645100,4.13
2012-09-19,4.30,4.40,4.30,4.33,73500,4.08
2012-09-18,4.42,4.45,4.37,4.45,13200,4.19
2012-09-17,4.35,4.49,4.35,4.40,17700,4.15
2012-09-14,4.45,4.45,4.45,4.45,800,4.19
2012-09-13,4.45,4.45,4.45,4.45,4200,4.19
2012-09-12,4.40,4.45,4.40,4.40,11600,4.15
2012-09-11,4.39,4.45,4.39,4.45,900,4.19
2012-09-10,4.34,4.34,4.34,4.34,300,4.09
2012-09-07,4.37,4.37,4.34,4.34,8500,4.09
2012-09-06,4.37,4.45,4.37,4.37,21200,4.12
2012-09-05,4.38,4.48,4.38,4.48,10700,4.22
2012-09-04,4.35,4.35,4.35,4.35,700,4.10
2012-09-03,4.35,4.35,4.35,4.35,300,4.10
2012-08-31,4.34,4.47,4.34,4.47,2300,4.21
2012-08-30,4.30,4.40,4.30,4.34,2700,4.09
2012-08-29,4.36,4.36,4.33,4.33,6000,4.08
2012-08-28,4.50,4.50,4.36,4.36,6400,4.11
2012-08-27,4.50,4.50,4.50,4.50,1200,4.24
2012-08-24,4.47,4.50,4.42,4.49,37400,4.23
2012-08-23,4.40,4.48,4.40,4.48,100,4.22
2012-08-22,4.50,4.50,4.40,4.40,188700,4.15
2012-08-21,4.40,4.40,4.40,4.40,1400,4.15
2012-08-20,4.50,4.50,4.50,4.50,000,4.24
2012-08-17,4.50,4.50,4.50,4.50,4200,4.24
2012-08-16,4.55,4.60,4.50,4.60,6200,4.34
2012-08-15,4.50,4.50,4.50,4.50,8500,4.24
2012-08-14,4.50,4.50,4.50,4.50,4000,4.24
2012-08-13,4.65,4.65,4.45,4.46,15200,4.20
2012-08-10,4.75,4.75,4.75,4.75,000,4.48
2012-08-09,4.80,4.80,4.75,4.75,1000,4.48
2012-08-08,4.73,4.80,4.73,4.80,16500,4.52
2012-08-07,4.72,4.73,4.72,4.73,20200,4.46
2012-08-06,4.70,4.72,4.70,4.72,200,4.45
2012-08-03,4.70,4.70,4.70,4.70,600,4.43
2012-08-02,4.65,4.65,4.65,4.65,7000,4.38
2012-08-01,4.65,4.65,4.65,4.65,200,4.38
2012-07-31,4.65,4.67,4.65,4.67,11400,4.40
2012-07-30,4.70,4.70,4.65,4.67,2900,4.40
2012-07-27,4.70,4.70,4.66,4.66,34200,4.39
2012-07-26,4.65,4.65,4.65,4.65,10500,4.38
2012-07-25,4.68,4.70,4.65,4.65,16100,4.38
2012-07-24,4.70,4.71,4.65,4.68,14400,4.41
2012-07-23,4.90,4.90,4.90,4.90,10100,4.62
2012-07-20,4.80,4.90,4.75,4.90,1700,4.62
2012-07-19,4.90,4.90,4.90,4.90,000,4.62
2012-07-18,4.80,4.90,4.80,4.90,100,4.62
2012-07-17,4.80,4.80,4.80,4.80,000,4.52
2012-07-16,4.70,4.80,4.70,4.80,600,4.52
2012-07-13,4.80,4.80,4.80,4.80,000,4.52
2012-07-12,4.80,4.80,4.80,4.80,1600,4.52
2012-07-11,4.65,4.80,4.65,4.80,1200,4.52
2012-07-10,4.65,4.75,4.65,4.65,13800,4.38
2012-07-09,4.65,4.65,4.65,4.65,000,4.38
2012-07-06,4.65,4.65,4.65,4.65,000,4.38
2012-07-05,4.63,4.65,4.60,4.65,8100,4.38
2012-07-04,4.60,4.65,4.60,4.65,7400,4.38
2012-07-03,4.75,4.75,4.60,4.60,12100,4.34
2012-07-02,4.50,4.75,4.50,4.75,25800,4.48
2012-06-29,4.70,4.75,4.70,4.75,6200,4.48
2012-06-28,4.70,4.70,4.70,4.70,1500,4.43
2012-06-27,4.65,4.70,4.65,4.70,16300,4.43
2012-06-26,4.75,4.75,4.75,4.75,800,4.48
2012-06-25,5.00,5.00,5.00,5.00,500,4.55
2012-06-22,4.83,5.03,4.83,5.03,51800,4.58
2012-06-21,4.85,4.85,4.80,4.83,16900,4.40
2012-06-20,4.85,4.85,4.85,4.85,000,4.41
2012-06-19,4.78,4.90,4.78,4.85,28000,4.41
2012-06-18,4.60,4.78,4.50,4.78,106900,4.35
2012-06-15,4.50,4.50,4.40,4.40,9000,4.00
2012-06-14,4.45,4.50,4.40,4.50,17400,4.10
2012-06-13,4.52,4.52,4.45,4.45,19700,4.05
2012-06-12,4.60,4.60,4.52,4.52,15600,4.11
2012-06-11,4.40,4.78,4.40,4.78,73400,4.35
2012-06-08,4.05,4.35,4.05,4.35,102300,3.96
2012-06-07,4.05,4.05,4.00,4.05,76700,3.69
2012-06-06,4.15,4.20,4.00,4.00,29900,3.64
2012-06-05,4.16,4.16,4.16,4.16,2400,3.79
2012-06-04,4.50,4.50,4.10,4.10,13600,3.73
2012-06-01,4.22,4.23,4.22,4.23,15000,3.85
2012-05-31,4.50,4.50,4.20,4.20,22700,3.82
2012-05-30,4.40,4.40,4.40,4.40,000,4.00
2012-05-29,4.52,4.52,4.40,4.40,34500,4.00
2012-05-28,4.38,4.38,4.38,4.38,800,3.99
2012-05-25,4.38,4.38,4.38,4.38,000,3.99
2012-05-24,4.10,4.38,4.10,4.38,7700,3.99
2012-05-23,4.50,4.50,4.45,4.45,9600,4.05
2012-05-22,4.60,4.60,4.50,4.50,13600,4.10
2012-05-21,4.60,4.60,4.50,4.56,3400,4.15
2012-05-18,4.60,4.60,4.60,4.60,000,4.19
2012-05-17,4.55,4.60,4.53,4.60,81100,4.19
2012-05-16,4.40,4.53,4.40,4.53,42700,4.12
2012-05-15,4.63,4.63,4.55,4.55,17000,4.14
2012-05-14,4.50,4.60,4.50,4.60,3300,4.19
2012-05-11,4.30,4.53,4.30,4.50,7500,4.10
2012-05-10,4.20,4.20,4.20,4.20,000,3.82
2012-05-09,4.30,4.30,4.19,4.20,11100,3.82
2012-05-08,3.95,4.20,3.92,4.20,14000,3.82
2012-05-07,3.90,3.90,3.87,3.87,900,3.52
2012-05-04,4.20,4.20,3.90,3.90,13200,3.55
2012-05-03,4.20,4.20,4.20,4.20,000,3.82
2012-05-02,4.20,4.22,4.20,4.22,6000,3.84
2012-05-01,4.24,4.24,4.24,4.24,000,3.86
2012-04-30,4.24,4.24,4.24,4.24,000,3.86
2012-04-27,4.17,4.25,4.17,4.24,11300,3.86
2012-04-26,4.35,4.35,4.13,4.15,52400,3.78
2012-04-25,4.75,4.75,4.40,4.41,14300,4.01
2012-04-24,4.68,4.79,4.68,4.75,8800,4.32
2012-04-23,4.75,4.75,4.60,4.68,3800,4.26
2012-04-20,4.75,4.85,4.75,4.85,2500,4.41
2012-04-19,4.78,4.78,4.72,4.75,4100,4.32
2012-04-18,4.72,4.78,4.72,4.77,14500,4.34
2012-04-17,4.82,4.82,4.73,4.75,5500,4.32
2012-04-16,4.84,4.84,4.84,4.84,23100,4.41
2012-04-13,4.90,4.90,4.90,4.90,000,4.46
2012-04-12,4.75,5.00,4.74,5.00,33700,4.55
2012-04-11,4.80,4.80,4.70,4.70,3500,4.28
2012-04-10,4.85,4.85,4.74,4.75,10200,4.32
2012-04-09,4.82,4.90,4.82,4.88,28100,4.44
2012-04-06,4.82,4.82,4.82,4.82,000,4.39
2012-04-05,4.82,4.82,4.82,4.82,000,4.39
2012-04-04,4.91,4.91,4.82,4.82,3100,4.39
2012-04-03,5.25,5.25,4.91,4.91,20600,4.47
2012-04-02,5.25,5.25,5.25,5.25,000,4.78
2012-03-30,5.25,5.25,5.25,5.25,000,4.78
2012-03-29,5.34,5.37,5.25,5.25,6100,4.78
2012-03-28,5.20,5.37,5.20,5.37,27300,4.89
2012-03-27,5.20,5.25,5.20,5.25,1100,4.78
2012-03-26,5.20,5.30,5.12,5.25,107900,4.78
2012-03-23,5.30,5.50,5.20,5.50,11100,5.01
2012-03-22,5.23,5.25,5.23,5.25,4900,4.78
2012-03-21,5.34,5.34,5.22,5.30,6500,4.82
2012-03-20,5.30,5.32,5.25,5.32,15200,4.84
2012-03-19,5.35,5.45,5.35,5.45,32100,4.96
2012-03-16,5.35,5.35,5.35,5.35,6600,4.87
2012-03-15,5.50,5.50,5.40,5.40,3300,4.91
2012-03-14,5.45,5.45,5.40,5.40,17200,4.91
2012-03-13,5.40,5.41,5.35,5.35,12400,4.87
2012-03-12,5.35,5.35,5.30,5.31,200,4.83
2012-03-09,5.45,5.49,5.41,5.41,4200,4.92
2012-03-08,5.31,5.31,5.31,5.31,700,4.83
2012-03-07,5.45,5.45,5.45,5.45,200,4.96
2012-03-06,5.30,5.45,5.30,5.45,5900,4.96
2012-03-05,5.40,5.44,5.40,5.42,29200,4.93
2012-03-02,5.34,5.45,5.34,5.45,41600,4.96
2012-03-01,5.28,5.35,5.26,5.35,22600,4.87
2012-02-29,5.17,5.28,5.17,5.28,39300,4.81
2012-02-28,5.15,5.15,5.05,5.15,26200,4.69
2012-02-27,5.20,5.20,5.20,5.20,000,4.73
2012-02-24,5.28,5.28,5.20,5.20,10500,4.73
2012-02-23,5.28,5.35,5.23,5.28,164500,4.81
2012-02-22,5.35,5.35,5.25,5.28,15100,4.81
2012-02-21,5.30,5.30,5.30,5.30,000,4.82
2012-02-20,5.30,5.30,5.30,5.30,000,4.82
2012-02-17,5.20,5.35,5.20,5.30,63600,4.82
2012-02-16,5.14,5.16,5.14,5.16,5900,4.70
2012-02-15,5.11,5.15,5.10,5.12,16100,4.66
2012-02-14,5.03,5.03,5.03,5.03,000,4.58
2012-02-13,5.15,5.17,4.97,5.03,73100,4.58
2012-02-10,4.95,4.95,4.90,4.90,1300,4.46
2012-02-09,5.05,5.05,4.95,4.95,22200,4.51
2012-02-08,4.91,4.91,4.91,4.91,000,4.47
2012-02-07,5.00,5.00,4.88,4.91,16900,4.47
2012-02-06,4.75,4.90,4.75,4.88,16800,4.44
2012-02-03,4.70,4.75,4.70,4.75,30800,4.32
2012-02-02,4.70,4.70,4.70,4.70,000,4.28
2012-02-01,4.65,4.75,4.65,4.70,4000,4.28
2012-01-31,4.60,4.60,4.60,4.60,9400,4.19
2012-01-30,4.50,4.60,4.50,4.60,5300,4.19
2012-01-27,4.77,4.77,4.70,4.70,11600,4.28
2012-01-26,4.80,4.80,4.75,4.75,17900,4.32
2012-01-25,4.85,4.85,4.85,4.85,000,4.41
2012-01-24,4.85,4.85,4.85,4.85,000,4.41
2012-01-23,4.85,4.90,4.80,4.85,105500,4.41
2012-01-20,4.66,4.80,4.66,4.80,12600,4.37
2012-01-19,4.75,4.75,4.64,4.66,18000,4.24
2012-01-18,4.77,4.78,4.77,4.78,3300,4.35
2012-01-17,4.77,4.77,4.75,4.75,1600,4.32
2012-01-16,4.69,4.69,4.69,4.69,400,4.27
2012-01-13,4.85,4.90,4.85,4.90,13500,4.46
2012-01-12,4.95,5.00,4.95,4.95,2000,4.51
2012-01-11,4.80,4.85,4.80,4.85,7700,4.41
2012-01-10,4.98,4.98,4.80,4.80,8100,4.37
2012-01-09,4.87,4.87,4.80,4.87,7000,4.43
2012-01-06,5.00,5.00,4.90,4.95,11500,4.51
2012-01-05,4.90,4.90,4.90,4.90,1300,4.46
2012-01-04,4.89,4.92,4.89,4.92,2000,4.48
2012-01-03,4.65,4.90,4.65,4.90,18300,4.46
2012-01-02,4.65,4.65,4.65,4.65,000,4.23
2011-12-30,4.70,4.70,4.65,4.65,45200,4.23
2011-12-29,4.70,4.70,4.65,4.65,45200,4.23
2011-12-28,4.60,4.65,4.60,4.62,27600,4.20
2011-12-27,4.62,4.63,4.60,4.60,25500,4.19
2011-12-22,4.65,4.65,4.60,4.63,26000,4.21
2011-12-21,4.65,4.65,4.65,4.65,3100,4.23
2011-12-20,4.71,4.71,4.60,4.60,18600,4.19
2011-12-19,4.63,4.65,4.63,4.65,10100,4.23
2011-12-16,4.64,4.64,4.63,4.63,6000,4.21
2011-12-15,4.65,4.66,4.60,4.66,4600,4.24
2011-12-14,4.70,4.70,4.60,4.60,7500,4.19
2011-12-13,4.80,4.80,4.70,4.70,15000,4.28
2011-12-12,4.80,4.80,4.80,4.80,3000,4.37
2011-12-08,5.20,5.20,5.20,5.20,000,4.73
2011-12-07,5.02,5.20,5.02,5.20,30900,4.73
2011-12-06,4.80,5.05,4.80,5.00,22300,4.55
2011-12-05,4.70,4.72,4.63,4.63,29400,4.21
2011-12-02,4.60,4.60,4.40,4.40,2200,4.00
2011-12-01,4.60,4.60,4.60,4.60,9400,4.19
2011-11-30,4.60,4.61,4.60,4.60,75900,4.19
2011-11-29,4.60,4.60,4.60,4.60,1000,4.19
2011-11-28,4.50,4.50,4.50,4.50,15900,4.10
2011-11-25,4.50,4.50,4.50,4.50,15900,4.10
2011-11-24,4.50,4.50,4.50,4.50,1300,4.10
2011-11-23,4.50,4.50,4.50,4.50,9200,4.10
2011-11-22,4.30,4.60,4.30,4.60,14000,4.19
2011-11-21,4.45,4.45,4.35,4.35,13700,3.96
2011-11-18,4.46,4.55,4.46,4.49,9000,4.09
2011-11-17,4.46,4.46,4.46,4.46,2100,4.06
2011-11-16,4.52,4.52,4.51,4.51,13000,4.10
2011-11-15,4.85,4.88,4.84,4.87,32600,4.43
2011-11-14,4.87,4.87,4.87,4.87,1300,4.43
2011-11-11,5.03,5.03,4.87,4.87,4200,4.43
2011-11-10,4.65,4.71,4.65,4.71,1900,4.29
2011-11-09,4.75,4.75,4.75,4.75,21700,4.32
2011-11-08,4.80,4.80,4.71,4.71,17100,4.29
2011-11-03,4.85,4.85,4.85,4.85,600,4.41
2011-11-02,4.85,4.85,4.80,4.80,7400,4.37
2011-11-01,4.90,4.95,4.80,4.95,800,4.51
2011-10-31,5.00,5.05,5.00,5.05,16200,4.60
2011-10-28,5.20,5.20,5.05,5.10,8400,4.64
2011-10-27,5.19,5.20,5.00,5.14,18800,4.68
2011-10-25,4.90,4.90,4.90,4.90,2400,4.46
2011-10-24,5.00,5.00,5.00,5.00,2000,4.55
2011-10-21,5.00,5.10,4.95,4.95,70500,4.51
2011-10-20,4.96,4.98,4.95,4.95,49400,4.51
2011-10-19,5.00,5.00,4.95,5.00,42000,4.55
2011-10-18,4.80,4.95,4.80,4.95,12400,4.51
2011-10-17,4.67,4.80,4.67,4.80,28100,4.37
2011-10-14,4.70,4.80,4.70,4.70,14600,4.28
2011-10-13,4.60,4.60,4.60,4.60,000,4.19
2011-10-12,4.52,4.62,4.52,4.60,20300,4.19
2011-10-11,4.37,4.45,4.34,4.45,23000,4.05
2011-10-07,4.25,4.28,4.20,4.28,20000,3.90
2011-10-06,4.18,4.20,4.15,4.20,13800,3.82
2011-10-05,4.13,4.13,4.13,4.13,5300,3.76
2011-10-04,3.78,4.00,3.78,3.95,49900,3.60
2011-10-03,3.97,4.05,3.92,3.95,43000,3.60
2011-09-30,4.05,4.27,4.05,4.05,38200,3.69
2011-09-29,4.15,4.40,4.15,4.15,10500,3.78
2011-09-28,4.20,4.20,4.15,4.20,2300,3.82
2011-09-27,4.10,4.19,4.06,4.19,22500,3.81
2011-09-26,4.15,4.15,4.00,4.00,31000,3.64
2011-09-23,4.15,4.20,4.00,4.00,100600,3.64
2011-09-22,4.55,4.55,4.40,4.40,18300,4.00
2011-09-21,4.80,4.80,4.70,4.70,33700,4.28
2011-09-20,4.70,4.80,4.68,4.70,6900,4.28
2011-09-16,4.70,4.80,4.70,4.80,23100,4.37
2011-09-15,4.55,4.60,4.50,4.60,24600,4.19
2011-09-14,4.60,4.60,4.50,4.50,309600,4.10
2011-09-13,4.63,4.63,4.55,4.55,2900,4.14
2011-09-12,4.60,4.65,4.60,4.65,9600,4.23
2011-09-09,4.85,4.85,4.80,4.80,6300,4.37
2011-09-08,4.90,4.90,4.80,4.90,7300,4.46
2011-09-07,4.90,4.90,4.85,4.85,3600,4.41
2011-09-06,4.90,4.90,4.85,4.85,8500,4.41
2011-09-05,4.90,4.90,4.90,4.90,8400,4.46
2011-09-02,4.90,5.00,4.90,5.00,11300,4.55
2011-09-01,5.00,5.05,5.00,5.00,10000,4.55
2011-08-31,4.95,5.05,4.95,5.05,5300,4.60
2011-08-30,4.95,5.00,4.95,4.95,7500,4.51
2011-08-29,4.90,4.95,4.90,4.95,4000,4.51
2011-08-26,4.81,4.85,4.81,4.85,4400,4.41
2011-08-24,4.90,5.00,4.90,4.92,14100,4.48
2011-08-23,4.80,4.80,4.80,4.80,1700,4.37
2011-08-22,4.80,4.90,4.80,4.80,40300,4.37
2011-08-19,4.80,4.90,4.80,4.80,40300,4.37
2011-08-18,5.00,5.00,4.90,4.90,22000,4.46
2011-08-17,5.00,5.15,5.00,5.15,9100,4.69
2011-08-16,5.00,5.06,4.90,5.05,33000,4.60
2011-08-15,4.91,4.95,4.90,4.95,7700,4.51
2011-08-12,5.00,5.00,4.85,4.89,33600,4.45
2011-08-11,5.00,5.00,4.90,4.94,35900,4.50
2011-08-10,4.85,4.90,4.85,4.88,57900,4.44
2011-08-09,4.55,5.00,4.55,4.90,105300,4.46
2011-08-08,4.95,5.05,4.75,4.75,118600,4.32
2011-08-05,5.18,5.20,5.12,5.20,105300,4.73
2011-08-04,5.43,5.43,5.20,5.20,5300,4.73
2011-08-03,5.45,5.45,5.37,5.40,5200,4.91
2011-08-02,5.47,5.47,5.45,5.47,500,4.98
2011-08-01,5.50,5.50,5.45,5.45,8200,4.96
2011-07-29,5.35,5.40,5.35,5.37,10100,4.89
2011-07-28,5.35,5.40,5.35,5.35,4300,4.87
2011-07-27,5.37,5.45,5.30,5.37,14600,4.89
2011-07-26,5.50,5.50,5.45,5.47,4800,4.98
2011-07-25,5.50,5.50,5.50,5.50,7000,5.01
2011-07-21,5.62,5.68,5.50,5.62,64200,5.12
2011-07-20,5.50,5.55,5.50,5.50,12600,5.01
2011-07-19,5.50,5.50,5.45,5.50,23900,5.01
2011-07-18,5.42,5.43,5.42,5.43,41600,4.94
2011-07-15,5.43,5.50,5.42,5.43,13900,4.94
2011-07-14,5.60,5.60,5.49,5.52,12500,5.02
2011-07-13,5.70,5.70,5.58,5.65,3900,5.14
2011-07-12,5.60,5.65,5.60,5.65,32800,5.14
2011-07-11,5.70,5.75,5.65,5.65,73200,5.14
2011-07-07,5.75,5.81,5.75,5.75,40600,5.23
2011-07-06,5.75,5.80,5.75,5.75,12400,5.23
2011-07-05,5.80,5.83,5.75,5.83,15500,5.31
2011-07-04,5.75,5.78,5.75,5.78,7700,5.26
2011-07-01,5.79,5.79,5.75,5.75,7900,5.23
2011-06-30,5.80,5.80,5.75,5.79,49300,5.27
2011-06-29,5.75,5.85,5.75,5.75,27400,5.23
2011-06-28,5.90,5.90,5.75,5.75,124300,5.23
2011-06-27,5.85,5.86,5.85,5.85,20600,5.32
2011-06-24,5.80,5.88,5.80,5.88,44100,5.35
2011-06-23,5.60,5.71,5.60,5.71,17300,5.20
2011-06-22,5.71,5.71,5.71,5.71,500,5.20
2011-06-21,5.72,5.75,5.70,5.70,11800,5.19
2011-06-20,5.63,5.67,5.62,5.62,18800,5.12
2011-06-17,5.62,5.67,5.62,5.62,100,5.12
2011-06-16,5.62,5.65,5.62,5.62,1300,5.12
2011-06-15,5.67,5.67,5.62,5.66,33100,5.15
2011-06-14,5.68,5.69,5.68,5.68,14700,5.17
2011-06-13,5.67,5.67,5.66,5.67,19100,5.16
2011-06-10,5.66,5.67,5.63,5.67,17900,5.16
2011-06-08,5.50,5.60,5.50,5.60,31800,5.10
2011-06-07,5.60,5.62,5.57,5.57,27300,5.07
2011-06-06,5.57,5.63,5.57,5.60,5400,5.10
2011-06-03,5.64,5.64,5.59,5.64,14800,5.13
2011-05-31,5.80,5.85,5.80,5.80,16400,5.28
2011-05-30,5.90,5.95,5.90,5.90,2100,5.37
2011-05-26,5.85,5.86,5.75,5.85,92700,5.32
2011-05-24,5.85,5.86,5.70,5.85,145400,5.32
2011-05-23,5.65,5.73,5.65,5.65,18700,5.14
2011-05-20,5.75,5.77,5.72,5.75,23100,5.23
2011-05-19,5.80,5.80,5.70,5.80,1200,5.28
2011-05-18,5.72,5.75,5.65,5.72,32700,5.21
2011-05-17,5.64,5.65,5.61,5.64,18800,5.13
2011-05-16,5.65,5.66,5.65,5.65,23100,5.14
2011-05-13,5.65,5.65,5.60,5.65,000,5.14
2011-05-12,5.61,5.70,5.61,5.70,26400,5.19
2011-05-11,5.70,5.70,5.60,5.60,72300,5.10
2011-05-10,5.65,5.65,5.58,5.65,7900,5.14
2011-05-09,5.49,5.55,5.49,5.55,6200,5.05
2011-05-06,5.60,5.65,5.49,5.49,14600,5.00
2011-05-05,5.55,5.60,5.50,5.55,7100,5.05
2011-05-04,5.53,5.75,5.53,5.53,14800,5.03
2011-05-03,5.00,5.00,5.00,5.00,000,4.55
2011-05-02,5.57,5.58,5.45,5.57,25300,5.07
2011-04-29,5.42,5.47,5.40,5.40,53900,4.91
2011-04-28,5.29,5.40,5.29,5.37,113800,4.89
2011-04-27,5.30,5.32,5.29,5.29,21400,4.81
2011-04-26,5.40,5.40,5.33,5.37,17000,4.89
2011-04-25,5.38,5.45,5.38,5.38,106300,4.90
2011-04-20,5.40,5.45,5.40,5.45,56800,4.96
2011-04-19,5.45,5.45,5.34,5.40,43200,4.91
2011-04-18,5.53,5.53,5.45,5.45,16100,4.96
2011-04-15,5.70,5.70,5.65,5.65,27400,5.14
2011-04-14,5.80,5.80,5.65,5.65,13200,5.14
2011-04-13,5.78,5.80,5.70,5.80,21600,5.28
2011-04-12,5.78,5.78,5.65,5.78,48000,5.26
2011-04-08,5.79,5.86,5.79,5.86,38400,5.33
2011-04-07,5.84,5.84,5.78,5.78,4600,5.26
2011-04-06,5.76,5.82,5.76,5.82,75500,5.30
2011-04-05,5.75,5.78,5.72,5.72,48300,5.21
2011-04-04,5.87,5.87,5.70,5.70,44900,5.19
2011-04-01,5.75,5.84,5.75,5.75,139100,5.23
2011-03-31,5.87,5.87,5.82,5.83,286800,5.31
2011-03-30,5.95,5.97,5.92,5.94,56500,5.41
2011-03-29,5.95,5.95,5.93,5.93,66100,5.40
2011-03-28,5.90,5.95,5.89,5.95,17300,5.42
2011-03-23,5.98,5.98,5.80,5.80,80300,5.28
2011-03-22,5.85,5.96,5.85,5.96,71600,5.42
2011-03-21,5.95,5.98,5.85,5.85,11700,5.32
2011-03-18,5.89,5.90,5.86,5.90,11300,5.37
2011-03-17,5.80,5.87,5.80,5.87,14300,5.34
2011-03-16,5.75,5.84,5.75,5.75,112800,5.23
2011-03-15,5.80,5.85,5.72,5.72,88000,5.21
2011-03-14,5.90,5.95,5.90,5.95,3700,5.42
2011-03-11,5.90,6.00,5.80,6.00,17700,5.46
2011-03-10,5.95,5.95,5.90,5.95,16300,5.42
2011-03-09,6.07,6.07,6.00,6.00,5000,5.46
2011-03-08,6.15,6.16,6.00,6.00,25500,5.46
2011-03-07,6.15,6.16,6.00,6.00,25500,5.46
2011-03-04,6.15,6.16,6.00,6.00,25500,5.46
2011-03-03,6.00,6.16,5.98,6.13,26900,5.58
2011-03-02,6.03,6.04,5.96,5.96,3600,5.42
2011-03-01,6.10,6.11,6.02,6.02,39300,5.48
2011-02-28,6.00,6.00,6.00,6.00,55000,5.46
2011-02-25,5.95,5.95,5.90,5.92,230100,5.39
2011-02-24,5.80,6.00,5.77,5.85,129800,5.32
2011-02-22,6.07,6.07,5.80,5.95,70700,5.42
